id,c.1,c.2,x.1,x.2,x.3,y
1,493.71617333764016,479.8533898608231,10.533763490810207,24.892065523558202,514.9306520509258,235.0704451250279
2,426.27921910394844,491.08532633415865,9.428305581751639,21.369542584008038,510.1866652203391,241.29842107984376
3,359.3699508946401,504.90909197203166,7.801901384059364,18.285015280330615,449.7430964445232,264.0148633273637
4,486.039150446695,596.818644908439,10.364270208842022,24.367878801936502,518.0524789809457,234.36902587776288
5,452.48857263859776,466.1413879986004,9.445854471980118,23.29010197213499,546.8347699094278,223.8636126065534
6,581.809809811002,646.7793115092528,11.856313290448083,30.070221695469616,452.58970743930024,257.3878944939006
7,431.47045443928073,563.960099748688,9.009941619387682,22.540185060666047,474.5251499947577,253.30790104559787
8,575.1229783663077,632.4526294109097,12.209475697769816,29.294524141836533,436.1908934532001,264.6603924571606
9,470.055004758547,547.9687370321834,10.055255529280211,24.07215896271034,437.6786249359046,267.0331112654454
10,464.89077094898596,552.8806983055827,10.129670759374843,24.081975941058733,516.0187651993537,234.05366175784116
11,524.5221562160067,449.72668273854975,11.063778161421194,26.322236003996245,465.26218907238996,255.5811391405614
12,469.04398262361053,438.793628628804,9.750769710186868,24.299459784454662,434.7240702436919,266.66738129857606
13,542.152735208277,440.8596182643064,11.060542211432464,27.82360358439034,494.9422130222326,242.84499516506548
14,549.7518694984956,577.0162851019161,11.323297338610974,28.434807272056332,501.6815524184441,236.7378334387536
15,454.78270370441214,459.3206241983254,9.214712357366961,22.747137330902138,510.3159249033569,237.72528458036538
16,552.3783266574146,461.40668723601266,11.720245990263303,28.157854928784083,486.3963052927749,244.13344203251611
17,544.6884837842437,460.8449222181229,11.314514277321999,27.709591348668944,473.95216159263276,249.7699235793286
18,533.9068869351066,532.7555930130607,10.906454432501702,27.083773466938325,561.2428805615889,215.36080748567912
19,567.2557969874966,543.8299046725175,11.611432909396074,29.224793307572995,564.3994792802764,212.3460352127995
20,542.9162386010905,332.82270267670174,11.111404286506664,27.153174390539256,473.1579012724989,249.88407204393386
21,469.1260239825384,410.86168260279794,10.107236042188081,23.83504937504784,468.04376999105494,256.91521230430135
22,477.92546403366043,492.80272272159726,9.723317820346894,24.325925846470007,452.6230584517072,258.3841702767181
23,591.3930467985087,610.5008595746889,12.726611312624964,29.99784880645332,406.41552125032445,274.9652082744476
24,518.3083570004229,558.443488160244,10.95539341615657,26.208905178824313,440.9488814749774,262.8422229819914
25,466.6136031797576,559.2960084986452,9.770938399833536,24.197657268328832,569.8109191851797,211.83919414344382
26,361.41472667006815,450.67127603371404,8.132166239156955,19.041493909441886,417.5294190836936,276.612294883771
27,452.83810211551133,359.72816358136214,9.586334425112371,23.546632676255303,562.5622201674082,217.50272492799502
28,435.4189481084289,517.708939312005,9.04236395696375,21.850100850970755,462.0513384797296,257.5225094141982
29,613.6190223533544,424.63997205574316,13.212270695768064,30.752001917585147,497.59490625065206,239.65611964910238
30,705.1429199460579,625.9136373990673,14.217137826952452,36.01250622833921,649.2250690996755,173.29292556190504
31,479.3842202105448,461.40619912898,9.96762871962391,24.773011874905233,468.7318013484324,253.46743255997214
32,595.7490548817067,460.7389601931458,12.560185315738616,29.806225184582168,404.1425882603812,275.9928402714521
33,439.17647420726917,487.75411919724064,8.948657139636616,22.616184755843236,470.6223385418806,254.85205634645047
34,496.6307917937127,532.1221886615889,10.047761935696851,25.353244751465756,550.8847107131041,221.77950347547733
35,452.044071862684,388.8019748335577,9.919468798911673,22.84123514453999,463.1294844546974,255.39537338902534
36,467.12330022617374,501.60497309576033,9.686491822921697,23.84224795097259,419.21860251488476,273.5925104824863
37,538.0401650762178,417.59120675588645,11.303494427524493,27.261698374953085,440.45830318530045,263.9157515078152
38,584.6914397927538,361.04458611316136,11.856904225475299,29.46013828694158,424.9145341928132,268.8438988216853
39,573.1728239379457,574.3552892356242,12.22444110139945,29.071449806092343,408.1702009922771,273.39085554915204
40,490.6547155069173,420.9853123095728,10.432146900009336,25.261925051808287,487.3504051548199,246.32784735855347
41,532.1252434445506,560.9755600642175,11.097650347838101,27.56132130243796,410.17836876616707,275.67995571253766
42,531.4044769911525,496.6211140055677,10.653564775246123,26.66321135853632,574.3862079104257,208.7341246289148
43,532.6599865274965,457.927784456467,11.551882810068307,27.38738414672434,522.2014433228658,229.18092712557913
44,484.6803429642426,396.71910796527726,9.79017920883133,24.684467035875258,410.2991910356606,278.1161355348566
45,522.6765119101738,413.0111953753675,11.402836679441625,26.90148898425455,555.5700575866484,216.7701288894565
46,552.0768347862886,444.43598269203926,11.092395672510866,28.596836579804133,535.8029933096627,224.32410155315108
47,677.9799247697421,589.58670982452,14.212224713203415,34.85120766063434,460.35785136198893,250.7455333993771
48,580.6977713881685,521.6671586076027,11.947045518421886,29.943835262817657,450.17106081801046,259.9184781521062
49,525.1538581353121,516.6624223608842,11.48270090394369,27.24814637633261,575.721743245407,210.307575108565
50,556.5071174864944,460.88327524437454,11.775852956090697,27.97962120170383,525.9746411173463,227.2191269081605
51,549.8289708026106,559.2922393186678,11.139680303589214,27.719626521348854,457.4010215252907,256.13905798473047
52,418.183800780494,480.4854395122664,9.141186225317423,21.49451680352447,485.85311119251116,247.94248222614482
53,468.2921863147583,500.4115850714747,9.41504700898298,24.33662605115941,527.8283453580782,230.84030952570095
54,588.7551529300412,512.3668422137443,12.538876761151503,29.78038707149687,519.5647544772569,229.3374311397697
55,618.8620091966143,489.2552651111397,12.479992649454204,31.053077056262524,518.0996538701463,230.81705264462528
56,671.0641526875796,565.6216475488624,14.331619209195976,34.51952685824485,471.2451214836279,246.107854949767
57,345.09072119124914,352.0255150142091,7.020138102208587,17.80897539702092,353.1386699033786,303.96874081301564
58,469.39160227766007,525.3590944796432,10.053160197798112,23.96407426543987,444.1862134875897,264.4952017244554
59,522.5760924765601,397.6806956631275,11.252118031998618,26.378502170768304,595.7463852455071,199.9458769767922
60,552.2459808254632,664.0372960019333,11.310860734166614,28.105686971135526,465.3446371215301,252.3302656236055
61,574.1137901362504,426.09212859254893,11.514517590952119,28.860392482460043,517.1819064402457,231.89376524082962
62,478.6952574873933,458.16894885007156,10.06567246959849,24.380809929439025,440.67737550568313,265.6020299851817
63,355.8299398574431,541.0544180602468,7.702046275489801,17.902025478954485,551.1736691364966,224.96370709188614
64,411.97101505937565,611.8817686463696,8.758033059676839,20.742969526675786,540.5612596668412,227.49025992697676
65,578.3212057404866,561.0137934019018,12.332294567202577,29.66183380198988,382.39583925640034,286.11430941934003
66,490.03039236906943,575.8849550633415,10.421607610635466,24.581548906993135,621.0932797806663,192.74964885540226
67,563.3657780955676,627.3179424447666,11.298618202591577,28.216129384539745,508.39032699300213,232.70240935042915
68,472.13055888203803,588.7838409407159,9.45969943697823,23.746837317717212,507.052166615331,237.57681022331204
69,578.5687889185701,422.4189514008848,11.710876253860006,29.42490068068246,541.6739923247577,222.03086237979534
70,569.4061758056013,609.4622315580108,11.971689558473807,28.66004755959711,509.4231567201719,233.68579416390898
71,389.10460005639584,536.8782325569807,7.974882148277852,19.829950822114245,545.3742079351273,225.3696612731101
72,430.8023794746948,482.25407289433133,9.502640971833822,22.474098739479622,549.8856887299005,222.70651357087704
73,493.63231721477194,465.3342666541207,10.197821502509264,24.873026322179282,353.265829046181,301.13316222249983
74,435.01174663366646,478.28151474545865,9.230007492319846,21.891521080716462,671.3398591531958,175.09724166527937
75,550.6281772157834,488.1509232367733,11.134850477324248,27.895767022598093,368.79086852571794,291.16971033908226
76,493.94713206580974,416.45550022868844,10.577169718805914,24.742255710247505,518.8879595793622,233.002139473624
77,490.58055421536676,394.248892948204,9.996759990735702,25.226962410013137,337.06674941517423,306.7148871884093
78,470.8751685942975,526.5225135141602,10.061661850479405,24.072035625704963,519.6626734679958,233.54583809224602
79,501.2620546045497,503.3920631276012,10.997022349630981,25.85122875394657,424.2601882076956,269.50853254997884
80,415.5270057947639,483.69876866473385,8.773995565685041,21.418507624106873,486.9125806191209,249.4899131452523
81,516.3763858699191,507.7544142418299,10.863215606836505,26.778864623722377,486.9371932367377,245.75226961226826
82,630.7277648686946,319.42985929762995,13.236963272049191,32.14850165753417,409.90189151902666,272.6813831890962
83,491.0316098629812,557.6331972315227,10.356221997708714,24.67282613115077,523.8253062734173,232.27264026981607
